Fecha,Metal,Valor,Unidad,,
24-08-2018,Plata,14.62,US$/ozt,,
24-08-2018,Molibdeno,11.793,¢US/lb,,
24-08-2018,Inventarios,"267,075",TM,,
27-08-2018,Cobre,FERIADO,¢US/lb,,
27-08-2018,Oro,FERIADO,US$/ozt,,
27-08-2018,Plata,FERIADO,US$/ozt,,
27-08-2018,Molibdeno,FERIADO,¢US/lb,,
27-08-2018,Inventarios,"267,075",TM,,
28-08-2018,Cobre,"277,508",¢US/lb,,
28-08-2018,Oro,"1,212.75",US$/ozt,,
28-08-2018,Plata,14.9,US$/ozt,,
28-08-2018,Molibdeno,11.793,¢US/lb,,
28-08-2018,Inventarios,"268,175",TM,,
29-08-2018,Cobre,275.104,¢US/lb,,
29-08-2018,Oro,"1,204.30",US$/ozt,,
29-08-2018,Plata,14.69,US$/ozt,,
29-08-2018,Molibdeno,11.793,¢US/lb,,
29-08-2018,Inventarios,"267,850",TM,,
30-08-2018,Cobre,275.172,¢US/lb,,
30-08-2018,Oro,"1,202.35",US$/ozt,,
30-08-2018,Plata,14.665,US$/ozt,,
30-08-2018,Molibdeno,11.793,¢US/lb,,
30-08-2018,Inventarios,"266,450",TM,,
31-08-2018,Cobre,273.017,¢US/lb,,
31-08-2018,Oro,"1,206.85",US$/ozt,,
31-08-2018,Plata,14.655,US$/ozt,,
31-08-2018,Molibdeno,11.793,¢US/lb,,
31-08-2018,Inventarios,"264,925",TM,,
03-09-2018,Cobre,269.933,¢US/lb,,
03-09-2018,Oro,"1,201.70",US$/ozt,,
03-09-2018,Plata,14.525,US$/ozt,,
03-09-2018,Molibdeno,11.793,¢US/lb,,
03-09-2018,Inventarios,"262,475",TM,,
04-09-2018,Cobre,264.127,¢US/lb,,
04-09-2018,Oro,"1,195.75",US$/ozt,,
04-09-2018,Plata,14.25,US$/ozt,,
04-09-2018,Molibdeno,11.793,¢US/lb,,
04-09-2018,Inventarios,"262,900",TM,,
05-09-2018,Cobre,265.352,¢US/lb,,
05-09-2018,Oro,"1,194.70",US$/ozt,,
05-09-2018,Plata,14.17,US$/ozt,,
05-09-2018,Molibdeno,11.793,¢US/lb,,
05-09-2018,Inventarios,"262,100",TM,,
06-09-2018,Cobre,269.434,¢US/lb,,
06-09-2018,Oro,"1,204.30",US$/ozt,,
06-09-2018,Plata,14.265,US$/ozt,,
06-09-2018,Molibdeno,11.793,¢US/lb,,
06-09-2018,Inventarios,"254,350",TM,,
07-09-2018,Cobre,266.848,¢US/lb,,
07-09-2018,Oro,"1,200.75",US$/ozt,,
07-09-2018,Plata,14.185,US$/ozt,,
07-09-2018,Molibdeno,11.793,¢US/lb,,
07-09-2018,Inventarios,"246,175",TM,,
10-09-2018,Cobre,264.921,¢US/lb,,
10-09-2018,Oro,"1,195.80",US$/ozt,,
10-09-2018,Plata,14.215,US$/ozt,,
10-09-2018,Molibdeno,11.793,¢US/lb,,
10-09-2018,Inventarios,"238,750",TM,,
11-09-2018,Cobre,265.306,¢US/lb,,
11-09-2018,Oro,"1,194",US$/ozt,,
11-09-2018,Plata,14.125,US$/ozt,,
11-09-2018,Molibdeno,11.793,¢US/lb,,
11-09-2018,Inventarios,"234,300",TM,,
12-09-2018,Cobre,267.211,¢US/lb,,
12-09-2018,Oro,"1,197.80",US$/ozt,,
12-09-2018,Plata,14.155,US$/ozt,,
12-09-2018,Molibdeno,11.793,¢US/lb,,
12-09-2018,Inventarios,"233,025",TM,,
13-09-2018,Cobre,271.747,¢US/lb,,
13-09-2018,Oro,"1,206.65",US$/ozt,,
13-09-2018,Plata,14.155,US$/ozt,,
13-09-2018,Molibdeno,11.793,¢US/lb,,
13-09-2018,Inventarios,"225,125",TM,,
14-09-2018,Cobre,269.729,¢US/lb,,
14-09-2018,Oro,"1,206.20",US$/ozt,,
14-09-2018,Plata,14.215,US$/ozt,,
14-09-2018,Molibdeno,11.793,¢US/lb,,
14-09-2018,Inventarios,"225,900",TM,,
17-09-2018,Cobre,265.805,¢US/lb,,
17-09-2018,Oro,"1,196.80",US$/ozt,,
17-09-2018,Plata,14.17,US$/ozt,,
17-09-2018,Molibdeno,11.793,¢US/lb,,
17-09-2018,Inventarios,"221,925",TM,,
18-09-2018,Cobre,272.292,¢US/lb,,
18-09-2018,Oro,"1,199.40",US$/ozt,,
18-09-2018,Plata,14.21,US$/ozt,,
18-09-2018,Molibdeno,11.793,¢US/lb,,
18-09-2018,Inventarios,"214,150",TM,,
19-09-2018,Cobre,274.741,¢US/lb,,
19-09-2018,Oro,"1,203.00",US$/ozt,,
19-09-2018,Plata,14.185,US$/ozt,,
19-09-2018,Molibdeno,11.793,¢US/lb,,
19-09-2018,Inventarios,"217,600",TM,,
20-09-2018,Cobre,274.741,¢US/lb,,
20-09-2018,Oro,"1,203.00",US$/ozt,,
20-09-2018,Plata,14.23,US$/ozt,,
20-09-2018,Molibdeno,11.793,¢US/lb,,
20-09-2018,Inventarios,"215,000",TM,,
21-09-2018,Cobre,281.363,¢US/lb,,
21-09-2018,Oro,"1,207.60",US$/ozt,,
21-09-2018,Plata,14.33,US$/ozt,,
21-09-2018,Molibdeno,11.793,¢US/lb,,
21-09-2018,Inventarios,"216,600",TM,,
24-09-2018,Cobre,286.67,¢US/lb,,
24-09-2018,Oro,"1,198.75",US$/ozt,,
24-09-2018,Plata,14.315,US$/ozt,,
24-09-2018,Molibdeno,11.793,¢US/lb,,
24-09-2018,Inventarios,"214,350",TM,,
25-09-2018,Cobre,284.675,¢US/lb,,
25-09-2018,Oro,"1,199.15",US$/ozt,,
25-09-2018,Plata,14.29,US$/ozt,,
25-09-2018,Molibdeno,11.793,¢US/lb,,
25-09-2018,Inventarios,"212,925",TM,,
26-09-2018,Cobre,283.836,¢US/lb,,
26-09-2018,Oro,"1,198.80",US$/ozt,,
26-09-2018,Plata,14.475,US$/ozt,,
26-09-2018,Molibdeno,11.793,¢US/lb,,
26-09-2018,Inventarios,"210,900",TM,,
27-09-2018,Cobre,282.225,¢US/lb,,
27-09-2018,Oro,"1,196.00",US$/ozt,,
27-09-2018,Plata,14.42,US$/ozt,,
27-09-2018,Molibdeno,11.793,¢US/lb,,
27-09-2018,Inventarios,"209,900",TM,,
28-09-2018,Cobre,280.32,¢US/lb,,
28-09-2018,Oro,"1,183.50",US$/ozt,,
28-09-2018,Plata,14.305,US$/ozt,,
28-09-2018,Molibdeno,11.793,¢US/lb,,
28-09-2018,Inventarios,"202,400",TM,,
01-10-2018,Cobre,279.957,¢US/lb,,
01-10-2018,Oro,"1,185.30",US$/ozt,,
01-10-2018,Plata,14.55,US$/ozt,,
01-10-2018,Molibdeno,11.793,¢US/lb,,
01-10-2018,Inventarios,"199,125",TM,,
02-10-2018,Cobre,284.584,¢US/lb,,
02-10-2018,Oro,"1,192.65",US$/ozt,,
02-10-2018,Plata,14.505,US$/ozt,,
02-10-2018,Molibdeno,11.793,¢US/lb,,
02-10-2018,Inventarios,"196,600",TM,,
03-10-2018,Cobre,284.629,¢US/lb,,
03-10-2018,Oro,"1,203.50",US$/ozt,,
03-10-2018,Plata,14.735,US$/ozt,,
03-10-2018,Molibdeno,11.793,¢US/lb,,
03-10-2018,Inventarios,"194,175",TM,,
04-10-2018,Cobre,286.217,¢US/lb,,
04-10-2018,Oro,"1,199.45",US$/ozt,,
04-10-2018,Plata,14.63,US$/ozt,,
04-10-2018,Molibdeno,11.793,¢US/lb,,
04-10-2018,Inventarios,"188,950",TM,,
05-10-2018,Cobre,280.434,¢US/lb,,
05-10-2018,Oro,"1,201.10",US$/ozt,,
05-10-2018,Plata,14.635,US$/ozt,,
05-10-2018,Molibdeno,11.793,¢US/lb,,
05-10-2018,Inventarios,"186,800",TM,,
08-10-2018,Cobre,279.821,¢US/lb,,
08-10-2018,Oro,"1,194.80",US$/ozt,,
08-10-2018,Plata,14.465,US$/ozt,,
08-10-2018,Molibdeno,11.793,¢US/lb,,
08-10-2018,Inventarios,"181,975",TM,,
09-10-2018,Cobre,282.089,¢US/lb,,
09-10-2018,Oro,"1,187.40",US$/ozt,,
09-10-2018,Plata,14.325,US$/ozt,,
09-10-2018,Molibdeno,11.793,¢US/lb,,
09-10-2018,Inventarios,"177,850",TM,,
10-10-2018,Cobre,285.491,¢US/lb,,
10-10-2018,Oro,"1,186.40",US$/ozt,,
10-10-2018,Plata,14.375,US$/ozt,,
10-10-2018,Molibdeno,11.793,¢US/lb,,
10-10-2018,Inventarios,"173,500",TM,,
11-10-2018,Cobre,279.186,¢US/lb,,
11-10-2018,Oro,"1,201.10",US$/ozt,,
11-10-2018,Plata,14.4,US$/ozt,,
11-10-2018,Molibdeno,11.793,¢US/lb,,
11-10-2018,Inventarios,"170,100",TM,,
12-10-2018,Cobre,286.897,¢US/lb,,
12-10-2018,Oro,"1,218.75",US$/ozt,,
12-10-2018,Plata,14.6,US$/ozt,,
12-10-2018,Molibdeno,11.793,¢US/lb,,
12-10-2018,Inventarios,"166,600",TM,,
15-10-2018,Cobre,285.582,¢US/lb,,
15-10-2018,Oro,"1,233",US$/ozt,,
15-10-2018,Plata,14.74,US$/ozt,,
15-10-2018,Molibdeno,11.793,¢US/lb,,
15-10-2018,Inventarios,"161,700",TM,,
16-10-2018,Cobre,281.318,¢US/lb,,
16-10-2018,Oro,"1,228.85",US$/ozt,,
16-10-2018,Plata,14.755,US$/ozt,,
16-10-2018,Molibdeno,11.793,¢US/lb,,
16-10-2018,Inventarios,"164,175",TM,,
17-10-2018,Cobre,283.45,¢US/lb,,
17-10-2018,Oro,"1,226.75",US$/ozt,,
17-10-2018,Plata,14.65,US$/ozt,,
17-10-2018,Molibdeno,11.793,¢US/lb,,
17-10-2018,Inventarios,"160,900",TM,,
18-10-2018,Cobre,278.823,¢US/lb,,
18-10-2018,Oro,"1,224.60",US$/ozt,,
18-10-2018,Plata,14.515,US$/ozt,,
18-10-2018,Molibdeno,11.793,¢US/lb,,
18-10-2018,Inventarios,"158,300",TM,,
19-10-2018,Cobre,280.842,¢US/lb,,
19-10-2018,Oro,"1,228.25",US$/ozt,,
19-10-2018,Plata,14.61,US$/ozt,,
19-10-2018,Molibdeno,11.793,¢US/lb,,
19-10-2018,Inventarios,"153,950",TM,,
22-10-2018,Cobre,285.038,¢US/lb,,
22-10-2018,Oro,"1,222.90",US$/ozt,,
22-10-2018,Plata,14.63,US$/ozt,,
22-10-2018,Molibdeno,11.793,¢US/lb,,
22-10-2018,Inventarios,"154,225",TM,,
23-10-2018,Cobre,279.753,¢US/lb,,
23-10-2018,Oro,"1,253.60",US$/ozt,,
23-10-2018,Plata,14.715,US$/ozt,,
23-10-2018,Molibdeno,11.793,¢US/lb,,
23-10-2018,Inventarios,"151,100",TM,,
24-10-2018,Cobre,281.908,¢US/lb,,
24-10-2018,Oro,"1,231.65",US$/ozt,,
24-10-2018,Plata,14.745,US$/ozt,,
24-10-2018,Molibdeno,11.793,¢US/lb,,
24-10-2018,Inventarios,"152,225",TM,,
25-10-2018,Cobre,281.681,¢US/lb,,
25-10-2018,Oro,"1,232.15",US$/ozt,,
25-10-2018,Plata,14.74,US$/ozt,,
25-10-2018,Molibdeno,11.793,¢US/lb,,
25-10-2018,Inventarios,"149,575",TM,,
26-10-2018,Cobre,279.368,¢US/lb,,
26-10-2018,Oro,"1,236.06",US$/ozt,,
26-10-2018,Plata,14.69,US$/ozt,,
26-10-2018,Molibdeno,11.793,¢US/lb,,
26-10-2018,Inventarios,"146,350",TM,,
29-10-2018,Cobre,283.949,¢US/lb,,
29-10-2018,Oro,"1,230.75",US$/ozt,,
29-10-2018,Plata,14.65,US$/ozt,,
29-10-2018,Molibdeno,11.793,¢US/lb,,
29-10-2018,Inventarios,"143,125",TM,,
30-10-2018,Cobre,278.324,¢US/lb,,
30-10-2018,Oro,"1,220",US$/ozt,,
30-10-2018,Plata,14.425,US$/ozt,,
30-10-2018,Molibdeno,11.793,¢US/lb,,
30-10-2018,Inventarios,"139,250",TM,,
31-10-2018,Cobre,275.467,¢US/lb,,
31-10-2018,Oro,"1,217.70",US$/ozt,,
31-10-2018,Plata,14.34,US$/ozt,,
31-10-2018,Molibdeno,11.793,¢US/lb,,
31-10-2018,Inventarios,"137,625",TM,,
01-11-2018,Cobre,275.331,¢US/lb,,
01-11-2018,Oro,"1,223.25",US$/ozt,,
01-11-2018,Plata,14.45,US$/ozt,,
01-11-2018,Molibdeno,11.793,¢US/lb,,
01-11-2018,Inventarios,"136,675",TM,,
02-11-2018,Cobre,283.722,¢US/lb,,
02-11-2018,Oro,"1,235.50",US$/ozt,,
02-11-2018,Plata,14.82,US$/ozt,,
02-11-2018,Molibdeno,11.793,¢US/lb,,
02-11-2018,Inventarios,"180,375",TM,,
05-11-2018,Cobre,282.996,¢US/lb,,
05-11-2018,Oro,"1,231.60",US$/ozt,,
05-11-2018,Plata,14.735,US$/ozt,,
05-11-2018,Molibdeno,11.793,¢US/lb,,
05-11-2018,Inventarios,"177,950",TM,,
06-11-2018,Cobre,281.454,¢US/lb,,
06-11-2018,Oro,"1,234.85",US$/ozt,,
06-11-2018,Plata,14.7,US$/ozt,,
06-11-2018,Molibdeno,11.793,¢US/lb,,
06-11-2018,Inventarios,"175,400",TM,,
07-11-2018,Cobre,281.681,¢US/lb,,
07-11-2018,Oro,"1,235.05",US$/ozt,,
07-11-2018,Plata,14.67,US$/ozt,,
07-11-2018,Molibdeno,11.793,¢US/lb,,
07-11-2018,Inventarios,"174,200",TM,,
08-11-2018,Cobre,278.37,¢US/lb,,
08-11-2018,Oro,"1,223.45",US$/ozt,,
08-11-2018,Plata,14.49,US$/ozt,,
08-11-2018,Molibdeno,11.793,¢US/lb,,
08-11-2018,Inventarios,"172,325",TM,,
09-11-2018,Cobre,276.147,¢US/lb,,
09-11-2018,Oro,"1,219.05",US$/ozt,,
09-11-2018,Plata,14.34,US$/ozt,,
09-11-2018,Molibdeno,11.793,¢US/lb,,
09-11-2018,Inventarios,"171,050",TM,,
12-11-2018,Cobre,275.943,¢US/lb,,
12-11-2018,Oro,"1,207.05",US$/ozt,,
12-11-2018,Plata,14.16,US$/ozt,,
12-11-2018,Molibdeno,11.793,¢US/lb,,
12-11-2018,Inventarios,"169,325",TM,,
13-11-2018,Cobre,278.052,¢US/lb,,
13-11-2018,Oro,"1,197.55",US$/ozt,,
13-11-2018,Plata,14.02,US$/ozt,,
13-11-2018,Molibdeno,11.793,¢US/lb,,
13-11-2018,Inventarios,"168,325",TM,,
14-11-2018,Cobre,276.964,¢US/lb,,
14-11-2018,Oro,"1,201.45",US$/ozt,,
14-11-2018,Plata,13.97,US$/ozt,,
14-11-2018,Molibdeno,11.793,¢US/lb,,
14-11-2018,Inventarios,"167,075",TM,,
15-11-2018,Cobre,280.683,¢US/lb,,
15-11-2018,Oro,"1,210.60",US$/ozt,,
15-11-2018,Plata,14.13,US$/ozt,,
15-11-2018,Molibdeno,11.793,¢US/lb,,
15-11-2018,Inventarios,"166,450",TM,,
16-11-2018,Cobre,280.366,¢US/lb,,
16-11-2018,Oro,"1,215.80",US$/ozt,,
16-11-2018,Plata,14.285,US$/ozt,,
16-11-2018,Molibdeno,11.793,¢US/lb,,
16-11-2018,Inventarios,"161,025",TM,,
19-11-2018,Cobre,283.949,¢US/lb,,
19-11-2018,Oro,"1,223.55",US$/ozt,,
19-11-2018,Plata,14.36,US$/ozt,,
19-11-2018,Molibdeno,11.793,¢US/lb,,
19-11-2018,Inventarios,"151,625",TM,,
20-11-2018,Cobre,284.04,¢US/lb,,
20-11-2018,Oro,"1,223.10",US$/ozt,,
20-11-2018,Plata,14.44,US$/ozt,,
20-11-2018,Molibdeno,11.793,¢US/lb,,
20-11-2018,Inventarios,"145,250",TM,,
21-11-2018,Cobre,283.314,¢US/lb,,
21-11-2018,Oro,"1,228.25",US$/ozt,,
21-11-2018,Plata,14.52,US$/ozt,,
21-11-2018,Molibdeno,11.793,¢US/lb,,
21-11-2018,Inventarios,"143,325",TM,,
22-11-2018,Cobre,283.314,¢US/lb,,
22-11-2018,Oro,"1,228.25",US$/ozt,,
22-11-2018,Plata,14.52,US$/ozt,,
22-11-2018,Molibdeno,11.793,¢US/lb,,
22-11-2018,Inventarios,"143,325",TM,,
23-11-2018,Cobre,281.681,¢US/lb,,
23-11-2018,Oro,"1,222.15",US$/ozt,,
23-11-2018,Plata,14.255,US$/ozt,,
23-11-2018,Molibdeno,11.793,¢US/lb,,
23-11-2018,Inventarios,"139,550",TM,,
26-11-2018,Cobre,283.314,¢US/lb,,
26-11-2018,Oro,"1,226.65",US$/ozt,,
26-11-2018,Plata,14.38,US$/ozt,,
26-11-2018,Molibdeno,11.793,¢US/lb,,
26-11-2018,Inventarios,"137,100",TM,,
27-11-2018,Cobre,279.844,¢US/lb,,
27-11-2018,Oro,"1,225.05",US$/ozt,,
27-11-2018,Plata,14.275,US$/ozt,,
27-11-2018,Molibdeno,11.793,¢US/lb,,
27-11-2018,Inventarios,"137,850",TM,,
28-11-2018,Cobre,281.137,¢US/lb,,
28-11-2018,Oro,"1,213.20",US$/ozt,,
28-11-2018,Plata,14.15,US$/ozt,,
28-11-2018,Molibdeno,11.793,¢US/lb,,
28-11-2018,Inventarios,"137,325",TM,,
29-11-2018,Cobre,284.947,¢US/lb,,
29-11-2018,Oro,"1,226.45",US$/ozt,,
29-11-2018,Plata,14.265,US$/ozt,,
29-11-2018,Molibdeno,11.793,¢US/lb,,
29-11-2018,Inventarios,"136,250",TM,,
30-11-2018,Cobre,282.951,¢US/lb,,
30-11-2018,Oro,"1,220.45",US$/ozt,,
30-11-2018,Plata,14.235,US$/ozt,,
30-11-2018,Molibdeno,11.793,¢US/lb,,
30-11-2018,Inventarios,"136,175",TM,,
03-12-2018,Cobre,286.081,¢US/lb,,
03-12-2018,Oro,"1,231.05",US$/ozt,,
03-12-2018,Plata,14.385,US$/ozt,,
03-12-2018,Molibdeno,11.793,¢US/lb,,
03-12-2018,Inventarios,"134,200",TM,,
04-12-2018,Cobre,284.765,¢US/lb,,
04-12-2018,Oro,"1,239.25",US$/ozt,,
04-12-2018,Plata,14.545,US$/ozt,,
04-12-2018,Molibdeno,11.793,¢US/lb,,
04-12-2018,Inventarios,"130,175",TM,,
05-12-2018,Cobre,279.504,¢US/lb,,
05-12-2018,Oro,"1,236.15",US$/ozt,,
05-12-2018,Plata,14.48,US$/ozt,,
05-12-2018,Molibdeno,11.793,¢US/lb,,
05-12-2018,Inventarios,"128,200",TM,,
06-12-2018,Cobre,277.236,¢US/lb,,
06-12-2018,Oro,"1,236.45",US$/ozt,,
06-12-2018,Plata,14.38,US$/ozt,,
06-12-2018,Molibdeno,11.793,¢US/lb,,
06-12-2018,Inventarios,"124,950",TM,,
07-12-2018,Cobre,280.003,¢US/lb,,
07-12-2018,Oro,"1,241.20",US$/ozt,,
07-12-2018,Plata,14.485,US$/ozt,,
07-12-2018,Molibdeno,11.793,¢US/lb,,
07-12-2018,Inventarios,"124,450",TM,,
10-12-2018,Cobre,277.236,¢US/lb,,
10-12-2018,Oro,"1,246.80",US$/ozt,,
10-12-2018,Plata,14.53,US$/ozt,,
10-12-2018,Molibdeno,11.793,¢US/lb,,
10-12-2018,Inventarios,"122,500",TM,,
11-12-2018,Cobre,279.549,¢US/lb,,
11-12-2018,Oro,"1,248.25",US$/ozt,,
11-12-2018,Plata,14.64,US$/ozt,,
11-12-2018,Molibdeno,11.793,¢US/lb,,
11-12-2018,Inventarios,"121,300",TM,,
12-12-2018,Cobre,279.005,¢US/lb,,
12-12-2018,Oro,"1,244.75",US$/ozt,,
12-12-2018,Plata,14.655,US$/ozt,,
12-12-2018,Molibdeno,11.793,¢US/lb,,
12-12-2018,Inventarios,"119,900",TM,,
13-12-2018,Cobre,281.046,¢US/lb,,
13-12-2018,Oro,"1,244.45",US$/ozt,,
13-12-2018,Plata,14.68,US$/ozt,,
13-12-2018,Molibdeno,11.793,¢US/lb,,
13-12-2018,Inventarios,"119,975",TM,,
14-12-2018,Cobre,276.873,¢US/lb,,
14-12-2018,Oro,"1,239.15",US$/ozt,,
14-12-2018,Plata,14.58,US$/ozt,,
14-12-2018,Molibdeno,11.793,¢US/lb,,
14-12-2018,Inventarios,"121,225",TM,,
17-12-2018,Cobre,276.487,¢US/lb,,
17-12-2018,Oro,"1,239.10",US$/ozt,,
17-12-2018,Plata,14.6,US$/ozt,,
17-12-2018,Molibdeno,11.793,¢US/lb,,
17-12-2018,Inventarios,"121,800",TM,,
18-12-2018,Cobre,274.106,¢US/lb,,
18-12-2018,Oro,"1,248.80",US$/ozt,,
18-12-2018,Plata,14.655,US$/ozt,,
18-12-2018,Molibdeno,11.793,¢US/lb,,
18-12-2018,Inventarios,"122,000",TM,,
19-12-2018,Cobre,271.566,¢US/lb,,
19-12-2018,Oro,"1,248.60",US$/ozt,,
19-12-2018,Plata,14.645,US$/ozt,,
19-12-2018,Molibdeno,11.793,¢US/lb,,
19-12-2018,Inventarios,"128,350",TM,,
20-12-2018,Cobre,272.836,¢US/lb,,
20-12-2018,Oro,"1,255",US$/ozt,,
20-12-2018,Plata,14.77,US$/ozt,,
20-12-2018,Molibdeno,11.793,¢US/lb,,
20-12-2018,Inventarios,"128,225",TM,,
21-12-2018,Cobre,271.566,¢US/lb,,
21-12-2018,Oro,"1,257.60",US$/ozt,,
21-12-2018,Plata,14.69,US$/ozt,,
21-12-2018,Molibdeno,11.793,¢US/lb,,
21-12-2018,Inventarios,"129,725",TM,,
24-12-2018,Cobre,269.048,¢US/lb,,
24-12-2018,Oro,"1,261.25",US$/ozt,,
24-12-2018,Plata,14.675,US$/ozt,,
24-12-2018,Molibdeno,11.793,¢US/lb,,
24-12-2018,Inventarios,"129,725",TM,,
26-12-2018,Cobre,FERIADO,¢US/lb,,
26-12-2018,Oro,FERIADO,US$/ozt,,
26-12-2018,Plata,FERIADO,US$/ozt,,
26-12-2018,Molibdeno,FERIADO,¢US/lb,,
26-12-2018,Inventarios,FERIADO,TM,,
27-12-2018,Cobre,271.702,¢US/lb,,
27-12-2018,Oro,"1,271.10",US$/ozt,,
27-12-2018,Plata,15.055,US$/ozt,,
27-12-2018,Molibdeno,11.793,¢US/lb,,
27-12-2018,Inventarios,"130,325",TM,,
28-12-2018,Cobre,272.972,¢US/lb,,
28-12-2018,Oro,"1,277.25",US$/ozt,,
28-12-2018,Plata,15.295,US$/ozt,,
28-12-2018,Molibdeno,11.793,¢US/lb,,
28-12-2018,Inventarios,"130,025",TM,,
31-12-2018,Cobre,270.568,¢US/lb,,
31-12-2018,Oro,"1,281.65",US$/ozt,,
31-12-2018,Plata,15.465,US$/ozt,,
31-12-2018,Molibdeno,11.793,¢US/lb,,
31-12-2018,Inventarios,"132,175",TM,,
02-01-2019,Cobre,264.853,¢US/lb,,
02-01-2019,Oro,"1,287.20",US$/ozt,,
02-01-2019,Plata,15.44,US$/ozt,,
02-01-2019,Molibdeno,11.793,¢US/lb,,
02-01-2019,Inventarios,"132,175",TM,,
03-01-2019,Cobre,263.583,¢US/lb,,
03-01-2019,Oro,"1,287.95",US$/ozt,,
03-01-2019,Plata,15.535,US$/ozt,,
03-01-2019,Molibdeno,11.793,¢US/lb,,
03-01-2019,Inventarios,"132,400",TM,,
04-01-2019,Cobre,264.898,¢US/lb,,
04-01-2019,Oro,"1,290.35",US$/ozt,,
04-01-2019,Plata,14.705,US$/ozt,,
04-01-2019,Molibdeno,11.793,¢US/lb,,
04-01-2019,Inventarios,"132,400",TM,,
07-01-2019,Cobre,267.143,¢US/lb,,
07-01-2019,Oro,"1,291.50",US$/ozt,,
07-01-2019,Plata,15.75,US$/ozt,,
07-01-2019,Molibdeno,11.793,¢US/lb,,
07-01-2019,Inventarios,"132,350",TM,,
08-01-2019,Cobre,267.824,¢US/lb,,
08-01-2019,Oro,"1,283.90",US$/ozt,,
08-01-2019,Plata,15.64,US$/ozt,,
08-01-2019,Molibdeno,11.793,¢US/lb,,
08-01-2019,Inventarios,"132,350",TM,,
09-01-2019,Cobre,270.523,¢US/lb,,
09-01-2019,Oro,"1,281.30",US$/ozt,,
09-01-2019,Plata,15.62,US$/ozt,,
09-01-2019,Molibdeno,11.793,¢US/lb,,
09-01-2019,Inventarios,"132,675",TM,,
10-01-2019,Cobre,268.005,¢US/lb,,
10-01-2019,Oro,"1,292.40",US$/ozt,,
10-01-2019,Plata,15.705,US$/ozt,,
10-01-2019,Molibdeno,11.793,¢US/lb,,
10-01-2019,Inventarios,"133,600",TM,,
11-01-2019,Cobre,268.822,¢US/lb,,
11-01-2019,Oro,"1,292.80",US$/ozt,,
11-01-2019,Plata,15.68,US$/ozt,,
11-01-2019,Molibdeno,11.793,¢US/lb,,
11-01-2019,Inventarios,"133,700",TM,,
14-01-2019,Cobre,265.851,¢US/lb,,
14-01-2019,Oro,"1,293.70",US$/ozt,,
14-01-2019,Plata,15.615,US$/ozt,,
14-01-2019,Molibdeno,11.793,¢US/lb,,
14-01-2019,Inventarios,"133,700",TM,,
15-01-2019,Cobre,266.803,¢US/lb,,
15-01-2019,Oro,"1,289.35",US$/ozt,,
15-01-2019,Plata,15.6,US$/ozt,,
15-01-2019,Molibdeno,11.793,¢US/lb,,
15-01-2019,Inventarios,"133,600",TM,,
16-01-2019,Cobre,268.119,¢US/lb,,
16-01-2019,Oro,"1,290.50",US$/ozt,,
16-01-2019,Plata,15.54,US$/ozt,,
16-01-2019,Molibdeno,11.793,¢US/lb,,
16-01-2019,Inventarios,"135,025",TM,,
17-01-2019,Cobre,269.116,¢US/lb,,
17-01-2019,Oro,"1,294.00",US$/ozt,,
17-01-2019,Plata,15.575,US$/ozt,,
17-01-2019,Molibdeno,11.793,¢US/lb,,
17-01-2019,Inventarios,"134,975",TM,,
18-01-2019,Cobre,273.153,¢US/lb,,
18-01-2019,Oro,"1,285.05",US$/ozt,,
18-01-2019,Plata,15.47,US$/ozt,,
18-01-2019,Molibdeno,11.793,¢US/lb,,
18-01-2019,Inventarios,"135,100",TM,,
21-01-2019,Cobre,269.956,¢US/lb,,
21-01-2019,Oro,"1,278.70",US$/ozt,,
21-01-2019,Plata,15.26,US$/ozt,,
21-01-2019,Molibdeno,11.793,¢US/lb,,
21-01-2019,Inventarios,"145,025",TM,,
22-01-2019,Cobre,268.822,¢US/lb,,
22-01-2019,Oro,"1,284.75",US$/ozt,,
22-01-2019,Plata,15.26,US$/ozt,,
22-01-2019,Molibdeno,11.793,¢US/lb,,
22-01-2019,Inventarios,"145,025",TM,,
23-01-2019,Cobre,268.549,¢US/lb,,
23-01-2019,Oro,"1,284.90",US$/ozt,,
23-01-2019,Plata,15.385,US$/ozt,,
23-01-2019,Molibdeno,11.793,¢US/lb,,
23-01-2019,Inventarios,"145,575",TM,,
24-01-2019,Cobre,266.939,¢US/lb,,
24-01-2019,Oro,"1,279.75",US$/ozt,,
24-01-2019,Plata,15.3,US$/ozt,,
24-01-2019,Molibdeno,11.793,¢US/lb,,
24-01-2019,Inventarios,"145,675",TM,,
25-01-2019,Cobre,267.665,¢US/lb,,
25-01-2019,Oro,"1,282.95",US$/ozt,,
25-01-2019,Plata,15.375,US$/ozt,,
25-01-2019,Molibdeno,11.793,¢US/lb,,
25-01-2019,Inventarios,"146,275",TM,,
28-01-2019,Cobre,271.974,¢US/lb,,
28-01-2019,Oro,"1,301.00",US$/ozt,,
28-01-2019,Plata,15.685,US$/ozt,,
28-01-2019,Molibdeno,11.793,¢US/lb,,
28-01-2019,Inventarios,"146,475",TM,,
29-01-2019,Cobre,272.473,¢US/lb,,
29-01-2019,Oro,"1,308.35",US$/ozt,,
29-01-2019,Plata,15.855,US$/ozt,,
29-01-2019,Molibdeno,11.793,¢US/lb,,
29-01-2019,Inventarios,"147,600",TM,,
30-01-2019,Cobre,275.648,¢US/lb,,
