Fecha,Metal,Valor,Unidad,,
22-03-2018,Molibdeno,10.886,¢US/lb,,
22-03-2018,Inventarios,"319,500",TM,,
23-03-2018,Cobre,302.002,¢US/lb,,
23-03-2018,Oro,"1,342.35",US$/ozt,,
23-03-2018,Plata,16.53,US$/ozt,,
23-03-2018,Molibdeno,11.113,¢US/lb,,
23-03-2018,Inventarios,"317,750",TM,,
26-03-2018,Cobre,294.835,¢US/lb,,
26-03-2018,Oro,"1,348.40",US$/ozt,,
26-03-2018,Plata,16.61,US$/ozt,,
26-03-2018,Molibdeno,11.34,¢US/lb,,
26-03-2018,Inventarios,"352,750",TM,,
27-03-2018,Cobre,301.253,¢US/lb,,
27-03-2018,Oro,"1,350.65",US$/ozt,,
27-03-2018,Plata,16.64,US$/ozt,,
27-03-2018,Molibdeno,11.567,¢US/lb,,
27-03-2018,Inventarios,"383,975",TM,,
28-03-2018,Cobre,299.439,¢US/lb,,
28-03-2018,Oro,"1,341.05",US$/ozt,,
28-03-2018,Plata,16.455,US$/ozt,,
28-03-2018,Molibdeno,11.793,¢US/lb,,
28-03-2018,Inventarios,"388,175",TM,,
29-03-2019,Cobre,303.227,¢US/lb,,
29-03-2019,Oro,"1,323.90",US$/ozt,,
29-03-2019,Plata,16.28,US$/ozt,,
29-03-2019,Molibdeno,11.793,¢US/lb,,
29-03-2019,Inventarios,"383,075",TM,,
30-03-2018,Cobre,FERIADO,¢US/lb,,
30-03-2018,Oro,FERIADO,US$/ozt,,
30-03-2018,Plata,FERIADO,US$/ozt,,
30-03-2018,Molibdeno,FERIADO,¢US/lb,,
30-03-2018,Inventarios,FERIADO,TM,,
02-04-2018,Cobre,FERIADO,¢US/lb,,
02-04-2018,Oro,FERIADO,US$/ozt,,
02-04-2018,Plata,FERIADO,US$/ozt,,
02-04-2018,Molibdeno,FERIADO,¢US/lb,,
02-04-2018,Inventarios,FERIADO,TM,,
03-04-2018,Cobre,306.447,¢US/lb,,
03-04-2018,Oro,"1,323.90",US$/ozt,,
03-04-2018,Plata,16.28,US$/ozt,,
03-04-2018,Molibdeno,11.793,¢US/lb,,
03-04-2018,Inventarios,"383,025",TM,,
04-04-2018,Cobre,300.505,¢US/lb,,
04-04-2018,Oro,"1,336.60",US$/ozt,,
04-04-2018,Plata,16.52,US$/ozt,,
04-04-2018,Molibdeno,11.793,¢US/lb,,
04-04-2018,Inventarios,"378,075",TM,,
05-04-2018,Cobre,306.946,¢US/lb,,
05-04-2018,Oro,"1,343.15",US$/ozt,,
05-04-2018,Plata,16.46,US$/ozt,,
05-04-2018,Molibdeno,11.793,¢US/lb,,
05-04-2018,Inventarios,"372,850",TM,,
06-04-2018,Cobre,304.043,¢US/lb,,
06-04-2018,Oro,"1,327.05",US$/ozt,,
06-04-2018,Plata,16.305,US$/ozt,,
06-04-2018,Molibdeno,11.793,¢US/lb,,
06-04-2018,Inventarios,"370,750",TM,,
09-04-2018,Cobre,306.946,¢US/lb,,
09-04-2018,Oro,"1,325.60",US$/ozt,,
09-04-2018,Plata,16.275,US$/ozt,,
09-04-2018,Molibdeno,11.793,¢US/lb,,
09-04-2018,Inventarios,"372,175",TM,,
10-04-2018,Cobre,312.435,¢US/lb,,
10-04-2018,Oro,"1,328.50",US$/ozt,,
10-04-2018,Plata,16.34,US$/ozt,,
10-04-2018,Molibdeno,11.793,¢US/lb,,
10-04-2018,Inventarios,"369,525",TM,,
11-04-2018,Cobre,314.362,¢US/lb,,
11-04-2018,Oro,"1,335.95",US$/ozt,,
11-04-2018,Plata,16.49,US$/ozt,,
11-04-2018,Molibdeno,11.793,¢US/lb,,
11-04-2018,Inventarios,"366,725",TM,,
12-04-2018,Cobre,306.447,¢US/lb,,
12-04-2018,Oro,"1,345.20",US$/ozt,,
12-04-2018,Plata,16.565,US$/ozt,,
12-04-2018,Molibdeno,11.793,¢US/lb,,
12-04-2018,Inventarios,"362,700",TM,,
13-04-2018,Cobre,309.804,¢US/lb,,
13-04-2018,Oro,"1,345.90",US$/ozt,,
13-04-2018,Plata,16.655,US$/ozt,,
13-04-2018,Molibdeno,11.793,¢US/lb,,
13-04-2018,Inventarios,"357,025",TM,,
16-04-2018,Cobre,308.965,¢US/lb,,
16-04-2018,Oro,"1,340.75",US$/ozt,,
16-04-2018,Plata,16.505,US$/ozt,,
16-04-2018,Molibdeno,11.793,¢US/lb,,
16-04-2018,Inventarios,"352,000",TM,,
17-04-2018,Cobre,307.72,¢US/lb,,
17-04-2018,Oro,"1,342.95",US$/ozt,,
17-04-2018,Plata,16.62,US$/ozt,,
17-04-2018,Molibdeno,11.793,¢US/lb,,
17-04-2018,Inventarios,"358,025",TM,,
18-04-2018,Cobre,314.612,¢US/lb,,
18-04-2018,Oro,"1,342.95",US$/ozt,,
18-04-2018,Plata,16.625,US$/ozt,,
18-04-2018,Molibdeno,11.793,¢US/lb,,
18-04-2018,Inventarios,"359,275",TM,,
19-04-2018,Cobre,314.88,¢US/lb,,
19-04-2018,Oro,"1,347.90",US$/ozt,,
19-04-2018,Plata,17.2,US$/ozt,,
19-04-2018,Molibdeno,11.925,¢US/lb,,
19-04-2018,Inventarios,"355,150",TM,,
20-04-2018,Cobre,314.748,¢US/lb,,
20-04-2018,Oro,"1,347.90",US$/ozt,,
20-04-2018,Plata,17.195,US$/ozt,,
20-04-2018,Molibdeno,11.793,¢US/lb,,
20-04-2018,Inventarios,"353,375",TM,,
21-04-2018,Cobre,314.02,¢US/lb,,
21-04-2018,Oro,"1,328",US$/ozt,,
21-04-2018,Plata,16.93,US$/ozt,,
21-04-2018,Molibdeno,11.793,¢US/lb,,
21-04-2018,Inventarios,"351,825",TM,,
24-04-2018,Cobre,316.925,¢US/lb,,
24-04-2018,Oro,"1,327.35",US$/ozt,,
24-04-2018,Plata,16.595,US$/ozt,,
24-04-2018,Molibdeno,11.793,¢US/lb,,
24-04-2018,Inventarios,"348,725",TM,,
25-04-2018,Cobre,315.723,¢US/lb,,
25-04-2018,Oro,"1,325.70",US$/ozt,,
25-04-2018,Plata,16.565,US$/ozt,,
25-04-2018,Molibdeno,11.793,¢US/lb,,
25-04-2018,Inventarios,"346,300",TM,,
26-04-2018,Cobre,312.321,¢US/lb,,
26-04-2018,Oro,"1,321.90",US$/ozt,,
26-04-2018,Plata,16.515,US$/ozt,,
26-04-2018,Molibdeno,11.793,¢US/lb,,
26-04-2018,Inventarios,"342,250",TM,,
27-04-2018,Cobre,308.31,¢US/lb,,
27-04-2018,Oro,"1,317.70",US$/ozt,,
27-04-2018,Plata,16.53,US$/ozt,,
27-04-2018,Molibdeno,11.793,¢US/lb,,
27-04-2018,Inventarios,"337,700",TM,,
30-04-2018,Cobre,307.672,¢US/lb,,
30-04-2018,Oro,"1,317.70",US$/ozt,,
30-04-2018,Plata,16.38,US$/ozt,,
30-04-2018,Molibdeno,11.793,¢US/lb,,
30-04-2018,Inventarios,"334,650",TM,,
01-05-2018,Cobre,307.422,¢US/lb,,
01-05-2018,Oro,"1,309.20",US$/ozt,,
01-05-2018,Plata,16.25,US$/ozt,,
01-05-2018,Molibdeno,11.793,¢US/lb,,
01-05-2018,Inventarios,"325,525",TM,,
02-05-2018,Cobre,307.763,¢US/lb,,
02-05-2018,Oro,"1,310.75",US$/ozt,,
02-05-2018,Plata,16.35,US$/ozt,,
02-05-2018,Molibdeno,11.793,¢US/lb,,
02-05-2018,Inventarios,"324,225",TM,,
03-05-2018,Cobre,310.121,¢US/lb,,
03-05-2018,Oro,"1,313.30",US$/ozt,,
03-05-2018,Plata,16.465,US$/ozt,,
03-05-2018,Molibdeno,11.793,¢US/lb,,
03-05-2018,Inventarios,"316,400",TM,,
04-05-2018,Cobre,307.67,¢US/lb,,
04-05-2018,Oro,"1,309.35",US$/ozt,,
04-05-2018,Plata,16.42,US$/ozt,,
04-05-2018,Molibdeno,11.793,¢US/lb,,
04-05-2018,Inventarios,"311,375",TM,,
07-05-2018,Cobre,Feriado,¢US/lb,,
07-05-2018,Oro,Feriado,US$/ozt,,
07-05-2018,Plata,Feriado,US$/ozt,,
07-05-2018,Molibdeno,Feriado,¢US/lb,,
07-05-2018,Inventarios,Feriado,TM,,
08-05-2018,Cobre,304.9,¢US/lb,,
08-05-2018,Oro,"1,310.05",US$/ozt,,
08-05-2018,Plata,16.44,US$/ozt,,
08-05-2018,Molibdeno,12.15,¢US/lb,,
08-05-2018,Inventarios,"302,625",TM,,
09-05-2018,Cobre,307.81,¢US/lb,,
09-05-2018,Oro,"1,306.85",US$/ozt,,
09-05-2018,Plata,16.44,US$/ozt,,
09-05-2018,Molibdeno,11.875,¢US/lb,,
09-05-2018,Inventarios,"293,025",TM,,
10-05-2018,Cobre,311.26,¢US/lb,,
10-05-2018,Oro,"1,314.80",US$/ozt,,
10-05-2018,Plata,16.6,US$/ozt,,
10-05-2018,Molibdeno,11.75,¢US/lb,,
10-05-2018,Inventarios,"293,025",TM,,
11-05-2018,Cobre,311.573,¢US/lb,,
11-05-2018,Oro,"1,324.80",US$/ozt,,
11-05-2018,Plata,16.76,US$/ozt,,
11-05-2018,Molibdeno,11.793,¢US/lb,,
11-05-2018,Inventarios,"281,075",TM,,
14-05-2018,Cobre,309.71,¢US/lb,,
14-05-2018,Oro,"1,327.00",US$/ozt,,
14-05-2018,Plata,16.64,US$/ozt,,
14-05-2018,Molibdeno,11.793,¢US/lb,,
14-05-2018,Inventarios,"289,975",TM,,
15-05-2018,Cobre,309.46,¢US/lb,,
15-05-2018,Oro,"1,310.05",US$/ozt,,
15-05-2018,Plata,16.41,US$/ozt,,
15-05-2018,Molibdeno,11.793,¢US/lb,,
15-05-2018,Inventarios,"291,350",TM,,
16-05-2018,Cobre,307.241,¢US/lb,,
16-05-2018,Oro,"1,291.75",US$/ozt,,
16-05-2018,Plata,16.255,US$/ozt,,
16-05-2018,Molibdeno,11.793,¢US/lb,,
16-05-2018,Inventarios,"290,825",TM,,
17-05-2018,Cobre,310.167,¢US/lb,,
17-05-2018,Oro,"1,328.76",US$/ozt,,
17-05-2018,Plata,16.385,US$/ozt,,
17-05-2018,Molibdeno,11.793,¢US/lb,,
17-05-2018,Inventarios,"300,200",TM,,
18-05-2018,Cobre,307.694,¢US/lb,,
18-05-2018,Oro,"1,287.20",US$/ozt,,
18-05-2018,Plata,16.39,US$/ozt,,
18-05-2018,Molibdeno,11.793,¢US/lb,,
18-05-2018,Inventarios,"301,475",TM,,
21-05-2018,Cobre,311.21,¢US/lb,,
21-05-2018,Oro,"1,285.85",US$/ozt,,
21-05-2018,Plata,16.34,US$/ozt,,
21-05-2018,Molibdeno,11.793,¢US/lb,,
21-05-2018,Inventarios,"302,900",TM,,
22-05-2018,Cobre,314.408,¢US/lb,,
22-05-2018,Oro,"1,293.90",US$/ozt,,
22-05-2018,Plata,16.58,US$/ozt,,
22-05-2018,Molibdeno,11.793,¢US/lb,,
22-05-2018,Inventarios,"300,175",TM,,
23-05-2018,Cobre,308.443,¢US/lb,,
23-05-2018,Oro,"1,294",US$/ozt,,
23-05-2018,Plata,16.53,US$/ozt,,
23-05-2018,Molibdeno,11.793,¢US/lb,,
23-05-2018,Inventarios,"298,000",TM,,
24-05-2018,Cobre,310.03,¢US/lb,,
24-05-2018,Oro,"1,296.35",US$/ozt,,
24-05-2018,Plata,16.51,US$/ozt,,
24-05-2018,Molibdeno,11.793,¢US/lb,,
24-05-2018,Inventarios,"300,125",TM,,
25-05-2018,Cobre,321.344,¢US/lb,,
25-05-2018,Oro,"1,303.95",US$/ozt,,
25-05-2018,Plata,16.67,US$/ozt,,
25-05-2018,Molibdeno,11.793,¢US/lb,,
25-05-2018,Inventarios,"293,450",TM,,
28-05-2018,Cobre,FERIADO,¢US/lb,,
28-05-2018,Oro,FERIADO,US$/ozt,,
28-05-2018,Plata,FERIADO,US$/ozt,,
28-05-2018,Molibdeno,FERIADO,¢US/lb,,
28-05-2018,Inventarios,FERIADO,TM,,
29-05-2018,Cobre,310.325,¢US/lb,,
29-05-2018,Oro,"1,302.05",US$/ozt,,
29-05-2018,Plata,16.475,US$/ozt,,
29-05-2018,Molibdeno,11.793,¢US/lb,,
29-05-2018,Inventarios,"295,750",TM,,
30-05-2018,Cobre,308.896,¢US/lb,,
30-05-2018,Oro,"1,298.60",US$/ozt,,
30-05-2018,Plata,16.37,US$/ozt,,
30-05-2018,Molibdeno,11.793,¢US/lb,,
30-05-2018,Inventarios,"283,375",TM,,
31-05-2018,Cobre,309.577,¢US/lb,,
31-05-2018,Oro,"1,303.50",US$/ozt,,
31-05-2018,Plata,16.55,US$/ozt,,
31-05-2018,Molibdeno,11.793,¢US/lb,,
31-05-2018,Inventarios,"311,525",TM,,
01-06-2018,Cobre,309.078,¢US/lb,,
01-06-2018,Oro,"1,299.15",US$/ozt,,
01-06-2018,Plata,16.42,US$/ozt,,
01-06-2018,Molibdeno,11.793,¢US/lb,,
01-06-2018,Inventarios,"317,950",TM,,
04-06-2018,Cobre,314.566,¢US/lb,,
04-06-2018,Oro,"1,294.65",US$/ozt,,
04-06-2018,Plata,16.44,US$/ozt,,
04-06-2018,Molibdeno,11.793,¢US/lb,,
04-06-2018,Inventarios,"315,350",TM,,
05-06-2018,Cobre,316.199,¢US/lb,,
05-06-2018,Oro,"1,292.25",US$/ozt,,
05-06-2018,Plata,16.39,US$/ozt,,
05-06-2018,Molibdeno,11.793,¢US/lb,,
05-06-2018,Inventarios,"309,300",TM,,
06-06-2018,Cobre,324.183,¢US/lb,,
06-06-2018,Oro,"1,295.25",US$/ozt,,
06-06-2018,Plata,16.545,US$/ozt,,
06-06-2018,Molibdeno,11.793,¢US/lb,,
06-06-2018,Inventarios,"306,750",TM,,
07-06-2018,Cobre,328.65,¢US/lb,,
07-06-2018,Oro,"1,298.30",US$/ozt,,
07-06-2018,Plata,16.745,US$/ozt,,
07-06-2018,Molibdeno,11.793,¢US/lb,,
07-06-2018,Inventarios,"310,200",TM,,
08-06-2018,Cobre,329.422,¢US/lb,,
08-06-2018,Oro,"1,299.20",US$/ozt,,
08-06-2018,Plata,16.72,US$/ozt,,
08-06-2018,Molibdeno,11.793,¢US/lb,,
08-06-2018,Inventarios,"307,075",TM,,
11-06-2018,Cobre,327.653,¢US/lb,,
11-06-2018,Oro,"1,296.05",US$/ozt,,
11-06-2018,Plata,16.76,US$/ozt,,
11-06-2018,Molibdeno,11.793,¢US/lb,,
11-06-2018,Inventarios,"299,500",TM,,
12-06-2018,Cobre,326.609,¢US/lb,,
12-06-2018,Oro,"1,298.30",US$/ozt,,
12-06-2018,Plata,16.855,US$/ozt,,
12-06-2018,Molibdeno,11.793,¢US/lb,,
12-06-2018,Inventarios,"295,725",TM,,
13-06-2018,Cobre,326.655,¢US/lb,,
13-06-2018,Oro,1294.4,US$/ozt,,
13-06-2018,Plata,16.905,US$/ozt,,
13-06-2018,Molibdeno,11.793,¢US/lb,,
13-06-2018,Inventarios,"293,450",TM,,
14-06-2018,Cobre,326.451,¢US/lb,,
14-06-2018,Oro,"1,305.30",US$/ozt,,
14-06-2018,Plata,17.125,US$/ozt,,
14-06-2018,Molibdeno,11.793,¢US/lb,,
14-06-2018,Inventarios,"293,550",TM,,
15-06-2018,Cobre,323.684,¢US/lb,,
15-06-2018,Oro,"1,300.10",US$/ozt,,
15-06-2018,Plata,17.225,US$/ozt,,
15-06-2018,Molibdeno,11.793,¢US/lb,,
15-06-2018,Inventarios,"294,700",TM,,
18-06-2018,Cobre,316.925,¢US/lb,,
18-06-2018,Oro,"1,281.25",US$/ozt,,
18-06-2018,Plata,16.605,US$/ozt,,
18-06-2018,Molibdeno,11.793,¢US/lb,,
18-06-2018,Inventarios,"294,275",TM,,
19-06-2018,Cobre,309.35,¢US/lb,,
19-06-2018,Oro,"1,279",US$/ozt,,
19-06-2018,Plata,16.355,US$/ozt,,
19-06-2018,Molibdeno,11.793,¢US/lb,,
19-06-2018,Inventarios,"294,550",TM,,
20-06-2018,Cobre,309.305,¢US/lb,,
20-06-2018,Oro,"1,273.25",US$/ozt,,
20-06-2018,Plata,16.285,US$/ozt,,
20-06-2018,Molibdeno,11.793,¢US/lb,,
20-06-2018,Inventarios,"308,975",TM,,
21-06-2018,Cobre,308.488,¢US/lb,,
21-06-2018,Oro,"1,263.70",US$/ozt,,
21-06-2018,Plata,16.245,US$/ozt,,
21-06-2018,Molibdeno,11.793,¢US/lb,,
21-06-2018,Inventarios,"307,675",TM,,
22-06-2018,Cobre,308.942,¢US/lb,,
22-06-2018,Oro,"1,269.70",US$/ozt,,
22-06-2018,Plata,16.425,US$/ozt,,
22-06-2018,Molibdeno,11.793,¢US/lb,,
22-06-2018,Inventarios,"305,975",TM,,
25-06-2018,Cobre,307.672,¢US/lb,,
25-06-2018,Oro,"1,269.80",US$/ozt,,
25-06-2018,Plata,16.375,US$/ozt,,
25-06-2018,Molibdeno,11.793,¢US/lb,,
25-06-2018,Inventarios,"305,525",TM,,
26-06-2018,Cobre,304.451,¢US/lb,,
26-06-2018,Oro,"1,257.15",US$/ozt,,
26-06-2018,Plata,16.225,US$/ozt,,
26-06-2018,Molibdeno,11.793,¢US/lb,,
26-06-2018,Inventarios,"303,100",TM,,
27-06-2018,Cobre,303.363,¢US/lb,,
27-06-2018,Oro,"1,256.80",US$/ozt,,
27-06-2018,Plata,16.21,US$/ozt,,
27-06-2018,Molibdeno,11.793,¢US/lb,,
27-06-2018,Inventarios,"298,775",TM,,
28-06-2018,Cobre,301.639,¢US/lb,,
28-06-2018,Oro,"1,250.50",US$/ozt,,
28-06-2018,Plata,16.11,US$/ozt,,
28-06-2018,Molibdeno,11.793,¢US/lb,,
28-06-2018,Inventarios,"298,250",TM,,
29-06-2018,Cobre,301.458,¢US/lb,,
29-06-2018,Oro,"1,250.55",US$/ozt,,
29-06-2018,Plata,16.03,US$/ozt,,
29-06-2018,Molibdeno,11.793,¢US/lb,,
29-06-2018,Inventarios,"294,525",TM,,
02-07-2018,Cobre,299.144,¢US/lb,,
02-07-2018,Oro,"1,249.00",US$/ozt,,
02-07-2018,Plata,15.98,US$/ozt,,
02-07-2018,Molibdeno,11.793,¢US/lb,,
02-07-2018,Inventarios,"289,875",TM,,
03-07-2018,Cobre,298.668,¢US/lb,,
03-07-2018,Oro,"1,245.85",US$/ozt,,
03-07-2018,Plata,15.93,US$/ozt,,
03-07-2018,Molibdeno,11.793,¢US/lb,,
03-07-2018,Inventarios,"286,525",TM,,
04-07-2018,Cobre,292.975,¢US/lb,,
04-07-2018,Oro,"1,256.90",US$/ozt,,
04-07-2018,Plata,16.05,US$/ozt,,
04-07-2018,Molibdeno,11.793,¢US/lb,,
04-07-2018,Inventarios,"282,225",TM,,
05-07-2018,Cobre,290.277,¢US/lb,,
05-07-2018,Oro,"1,252.50",US$/ozt,,
05-07-2018,Plata,15.95,US$/ozt,,
05-07-2018,Molibdeno,11.793,¢US/lb,,
05-07-2018,Inventarios,"279,000",TM,,
06-07-2018,Cobre,286.943,¢US/lb,,
06-07-2018,Oro,"1,254.20",US$/ozt,,
06-07-2018,Plata,15.995,US$/ozt,,
06-07-2018,Molibdeno,11.793,¢US/lb,,
06-07-2018,Inventarios,"275,475",TM,,
09-07-2018,Cobre,289.528,¢US/lb,,
09-07-2018,Oro,"1,262.60",US$/ozt,,
09-07-2018,Plata,16.205,US$/ozt,,
09-07-2018,Molibdeno,11.793,¢US/lb,,
09-07-2018,Inventarios,"270,550",TM,,
10-07-2018,Cobre,286.126,¢US/lb,,
10-07-2018,Oro,"1,253.70",US$/ozt,,
10-07-2018,Plata,15.93,US$/ozt,,
10-07-2018,Molibdeno,11.793,¢US/lb,,
10-07-2018,Inventarios,"270,625",TM,,
11-07-2018,Cobre,280.411,¢US/lb,,
11-07-2018,Oro,"1,250.00",US$/ozt,,
11-07-2018,Plata,15.915,US$/ozt,,
11-07-2018,Molibdeno,11.793,¢US/lb,,
11-07-2018,Inventarios,"265,475",TM,,
12-07-2018,Cobre,280.003,¢US/lb,,
12-07-2018,Oro,"1,244.85",US$/ozt,,
12-07-2018,Plata,15.84,US$/ozt,,
12-07-2018,Molibdeno,11.793,¢US/lb,,
12-07-2018,Inventarios,"262,750",TM,,
13-07-2018,Cobre,279.685,¢US/lb,,
13-07-2018,Oro,"1,240.50",US$/ozt,,
13-07-2018,Plata,15.81,US$/ozt,,
13-07-2018,Molibdeno,11.793,¢US/lb,,
13-07-2018,Inventarios,"258,725",TM,,
16-07-2018,Cobre,278.642,¢US/lb,,
16-07-2018,Oro,"1,244.90",US$/ozt,,
16-07-2018,Plata,15.81,US$/ozt,,
16-07-2018,Molibdeno,11.793,¢US/lb,,
16-07-2018,Inventarios,"257,200",TM,,
17-07-2018,Cobre,"278,574",¢US/lb,,
17-07-2018,Oro,"1,243.65",US$/ozt,,
17-07-2018,Plata,15.77,US$/ozt,,
17-07-2018,Molibdeno,11.793,¢US/lb,,
17-07-2018,Inventarios,"259,725",TM,,
18-07-2018,Cobre,"275,240",¢US/lb,,
18-07-2018,Oro,"1,223.45",US$/ozt,,
18-07-2018,Plata,15.44,US$/ozt,,
18-07-2018,Molibdeno,11.793,¢US/lb,,
18-07-2018,Inventarios,"257,350",TM,,
19-07-2018,Cobre,271.339,¢US/lb,,
19-07-2018,Oro,"1,217.40",US$/ozt,,
19-07-2018,Plata,15.26,US$/ozt,,
19-07-2018,Molibdeno,11.793,¢US/lb,,
19-07-2018,Inventarios,"256,475",TM,,
20-07-2018,Cobre,275.467,¢US/lb,,
20-07-2018,Oro,"1,224.85",US$/ozt,,
20-07-2018,Plata,15.37,US$/ozt,,
20-07-2018,Molibdeno,11.793,¢US/lb,,
20-07-2018,Inventarios,"255,325",TM,,
23-07-2018,Cobre,279.095,¢US/lb,,
23-07-2018,Oro,"1,229.45",US$/ozt,,
23-07-2018,Plata,15.485,US$/ozt,,
23-07-2018,Molibdeno,11.793,¢US/lb,,
23-07-2018,Inventarios,"254,700",TM,,
24-07-2018,Cobre,279.73,¢US/lb,,
24-07-2018,Oro,"1,224.30",US$/ozt,,
24-07-2018,Plata,15.51,US$/ozt,,
24-07-2018,Molibdeno,11.793,¢US/lb,,
24-07-2018,Inventarios,"254,425",TM,,
25-07-2018,Cobre,283.586,¢US/lb,,
25-07-2018,Oro,"1,230.55",US$/ozt,,
25-07-2018,Plata,15.565,US$/ozt,,
25-07-2018,Molibdeno,11.793,¢US/lb,,
25-07-2018,Inventarios,"252,400",TM,,
26-07-2018,Cobre,283.722,¢US/lb,,
26-07-2018,Oro,"1,228.35",US$/ozt,,
26-07-2018,Plata,15.535,US$/ozt,,
26-07-2018,Molibdeno,11.793,¢US/lb,,
26-07-2018,Inventarios,"251,950",TM,,
27-07-2018,Cobre,283.563,¢US/lb,,
27-07-2018,Oro,"1,219.15",US$/ozt,,
27-07-2018,Plata,15.355,US$/ozt,,
27-07-2018,Molibdeno,11.793,¢US/lb,,
27-07-2018,Inventarios,"253,525",TM,,
30-07-2018,Cobre,280.547,¢US/lb,,
30-07-2018,Oro,"1,222.05",US$/ozt,,
30-07-2018,Plata,15.49,US$/ozt,,
30-07-2018,Molibdeno,11.793,¢US/lb,,
30-07-2018,Inventarios,"256,275",TM,,
31-07-2018,Cobre,281.817,¢US/lb,,
31-07-2018,Oro,"1,219.20",US$/ozt,,
31-07-2018,Plata,15.43,US$/ozt,,
31-07-2018,Molibdeno,11.793,¢US/lb,,
31-07-2018,Inventarios,"254,425",TM,,
01-08-2018,Cobre,278.37,¢US/lb,,
01-08-2018,Oro,"1,222.75",US$/ozt,,
01-08-2018,Plata,15.475,US$/ozt,,
01-08-2018,Molibdeno,11.793,¢US/lb,,
01-08-2018,Inventarios,"251,950",TM,,
02-08-2018,Cobre,275.013,¢US/lb,,
02-08-2018,Oro,"1,217.60",US$/ozt,,
02-08-2018,Plata,15.45,US$/ozt,,
02-08-2018,Molibdeno,11.793,¢US/lb,,
02-08-2018,Inventarios,"251,450",TM,,
03-08-2018,Cobre,279.73,¢US/lb,,
03-08-2018,Oro,"1,207.70",US$/ozt,,
03-08-2018,Plata,15.36,US$/ozt,,
03-08-2018,Molibdeno,11.793,¢US/lb,,
03-08-2018,Inventarios,"250,625",TM,,
06-08-2018,Cobre,273.97,¢US/lb,,
06-08-2018,Oro,"1,221.00",US$/ozt,,
06-08-2018,Plata,15.345,US$/ozt,,
06-08-2018,Molibdeno,11.793,¢US/lb,,
06-08-2018,Inventarios,"249,900",TM,,
07-08-2018,Cobre,278.143,¢US/lb,,
07-08-2018,Oro,"1,215.40",US$/ozt,,
07-08-2018,Plata,15.465,US$/ozt,,
07-08-2018,Molibdeno,11.793,¢US/lb,,
07-08-2018,Inventarios,"248,050",TM,,
08-08-2018,Cobre,277.281,¢US/lb,,
08-08-2018,Oro,"1,212.35",US$/ozt,,
08-08-2018,Plata,15.345,US$/ozt,,
08-08-2018,Molibdeno,11.793,¢US/lb,,
08-08-2018,Inventarios,"249,150",TM,,
09-08-2018,Cobre,"283,359",¢US/lb,,
09-08-2018,Oro,"1,215.50",US$/ozt,,
09-08-2018,Plata,15.48,US$/ozt,,
09-08-2018,Molibdeno,11.793,¢US/lb,,
09-08-2018,Inventarios,"252,150",TM,,
10-08-2018,Cobre,277.599,¢US/lb,,
10-08-2018,Oro,"1,211.65",US$/ozt,,
10-08-2018,Plata,15.375,US$/ozt,,
10-08-2018,Molibdeno,11.793,¢US/lb,,
10-08-2018,Inventarios,"253,525",TM,,
13-08-2018,Cobre,275.83,¢US/lb,,
13-08-2018,Oro,"1,204.40",US$/ozt,,
13-08-2018,Plata,15.185,US$/ozt,,
13-08-2018,Molibdeno,11.793,¢US/lb,,
13-08-2018,Inventarios,"254,400",TM,,
14-08-2018,Cobre,274.832,¢US/lb,,
14-08-2018,Oro,"1,195.30",US$/ozt,,
14-08-2018,Plata,15.035,US$/ozt,,
14-08-2018,Molibdeno,11.793,¢US/lb,,
14-08-2018,Inventarios,"254,875",TM,,
15-08-2018,Cobre,265,¢US/lb,,
15-08-2018,Oro,"1,186.70",US$/ozt,,
15-08-2018,Plata,14.825,US$/ozt,,
15-08-2018,Molibdeno,11.793,¢US/lb,,
15-08-2018,Inventarios,"257,625",TM,,
16-08-2018,Cobre,265.805,¢US/lb,,
16-08-2018,Oro,"1,179.65",US$/ozt,,
16-08-2018,Plata,14.605,US$/ozt,,
16-08-2018,Molibdeno,11.793,¢US/lb,,
16-08-2018,Inventarios,"257,400",TM,,
17-08-2018,Cobre,265.079,¢US/lb,,
17-08-2018,Oro,"1,176.70",US$/ozt,,
17-08-2018,Plata,14.66,US$/ozt,,
17-08-2018,Molibdeno,11.793,¢US/lb,,
17-08-2018,Inventarios,"258,850",TM,,
20-08-2017,Cobre,270.477,¢US/lb,,
20-08-2017,Oro,"1,188.75",US$/ozt,,
20-08-2017,Plata,14.755,US$/ozt,,
20-08-2017,Molibdeno,11.793,¢US/lb,,
20-08-2017,Inventarios,"259,250",TM,,
21-08-2018,Cobre,273.312,¢US/lb,,
21-08-2018,Oro,"1,194.10",US$/ozt,,
21-08-2018,Plata,14.785,US$/ozt,,
21-08-2018,Molibdeno,11.793,¢US/lb,,
21-08-2018,Inventarios,"261,250",TM,,
22-08-2018,Cobre,272.155,¢US/lb,,
22-08-2018,Oro,"1,196.85",US$/ozt,,
22-08-2018,Plata,14.81,US$/ozt,,
22-08-2018,Molibdeno,11.793,¢US/lb,,
22-08-2018,Inventarios,"262,850",TM,,
23-08-2018,Cobre,268.096,¢US/lb,,
23-08-2018,Oro,"1,187.30",US$/ozt,,
23-08-2018,Plata,14.625,US$/ozt,,
23-08-2018,Molibdeno,11.793,¢US/lb,,
23-08-2018,Inventarios,"266,850",TM,,
24-08-2018,Cobre,272.201,¢US/lb,,
24-08-2018,Oro,"1,189.95",US$/ozt,,
